Actors
Mohit Gupta
Mohit Singh
Monuj Borkotoky
Mridul Das
Mridul Raj Anand
Mrityunjay Pandey
Mudit Gupta
Mukesh Agrohari
Mukesh S. Bhatt
Mukesh Tiwari
Mukesh Tyagi
Murali Mali
Murari Kumar
Mushtaq Khan
Mustaqeem Shah Khan
Nachiket Purnapatre
Nakul Roshan Sahdev
Nalavade Prathmesh
Naman Arora
Naman Jain
Nambi. P
Namdev Kamlakar
Namit
Nana Patekar
Narendra Jetley
Naresh Gosain
Narottam Bain
Naseeb Akhtar
Navdeep
Naved Jaffrey
Naveen Kaushik
Nawazuddin Siddiqui
Nayan Bhatt
Nayan Pawar
Neel Sheth
Neeraj Sood
Nikhil Chaudhary
Nikhil Chinappa
Nikhil Mehta
Nilesh Chavan
Nirmal Chiraniyan
Nitesh Pandey
Nitin Bhajan
Nitin Dhongade
Nitin Goel
Nitin Katare
Om Kanojiya
Padam Bhola
Pankaj Kalra
Pankaj Tripathi
Pankit Thakker
Parag Sharma
Param D Walia
Paresh Ganatra
Paresh Pahuja
Paresh Rawal
Parimal Aloke
Paritosh Sand
Paritosh Tiwari
Paritosh Tripathi
Parminder Paddal
Parth Samthaan
Parvez Shaikh
Patil Jitendra Abhijeet
Pawan Chopra
Pawan Dhiman
Pawan Kumar
Peter Daniel Adams
Phil Dryden
Piyush Kumar
Piyush Mishra
Plom Khurana
Pradeep Gupta
Pradeep Jangid
Praful Joshi
Prakash Belawadi
Pramod Pathak
Pramod Pawar
Pranav Dodeja
Pranay Dixit
Pranutan Bahl
Prasad Oak
Prasanna Bisht
Prashant Bajaj
Prashant Mishra
Prashant Parab
Prashant Shyam Sri
Prashant Singh
Prashanth Goswami
Prateek Jain
Prateek Pachauri
Prateik Patil Babbar
Pratham Rathod
Pratik Gandhi
Pratik Nandkumar More
Pratik Yadav
Pratyaksh Rajbhatt
Praveen Gadkar
Pravesh Kumar
Pravin Kumar Sisodia
Prem Saxena
Prince Kashyap
Prithvi Singh
Prithviraj Sukumaran
Priyank Tiwari
Purnendu Bhattacharya
R. Sarathkumar
Raageshwari
Raakeshh Dubey
Raanveer Chahal
Rahat Hussain
Rahul Awasthi
Rahul Bagga
Rahul Dev
Rahul Mohite
Rahul Raj Chenichery
Rahul Ravindran
Rahul Tiwari
Rahul Vohra
Rahuul Chwudhary
Raj Arjun
Raj Babbar
Raj Jadon
Raja Misshra
Rajeev Mehta
Rajeev Rana
Rajeev Siddhartha
Rajeev Soorti
Rajendra Bhambhulkar
Rajendra Chawla
Rajendra Gupta
Rajendra Shisatkar
Rajesh Awasthi
Rajesh Bonik
Rajesh Dubeay
Rajesh Kumar
Rajesh Sharma
Rajesh Singh
Rajesh Tailang
Rajiv Hubert
Rajkumar Kanojia
Rajkumar Patra
Rajkummar Rao
Rajneesh Duggal
Rajneesh Khullar
Rajpal Naurang Yadav
Raju Kher
Raju Pandey
Rakesh Bedi
Rakesh Dube
Rakesh Dubey
Rakesh Sharma
Ram Kapoor
Ram Solanki
Ram Sujan Singh
Ramakant Dayma
Ramandeep Gurdaspuria
Ramendra Chakarwarti
Ramon Chibb
Randeep Hooda
Ranjeet Deval
Ranjeet Jaiswal
Ranjeet Khanna
Ranojoy Bishnu
Ranveer Singh
Ranvir Shorey
Raphael Jose
Raqesh Bapat
Ravi Bhushan
Ravi Bisht
Ravi Dutt Kaushik
Ravi Jhankal
Ravi Kishan
Ravi Kothari
Ravi Multani
Ravi Ranjan
Ravi Shankar Jaiswal
Raviraj Kande
Ravjeet Singh
Ray Aksh
Richard Bhakti Klein
Richard John Lovatt
Rishi Gambhir
Rishi Saxena
Rishiraj Thorat
Riteish Deshmukh
Rituparna Sen
Rituraj Singh
Robert Ramirez
Rocky Rupkumar Patra
Rofique Khan
Rohan Mehra
Rohann Sharma
Rohit Ameriya
Rohit Khandelwal
Rohit Petkar
Rohit Raj
Rohit Saraf
Romaish Romi Pandita
Romanch Soni
Ronav Verma
Ronit Roy
Roshan Mathew
Rudra Soni
Rudranil Ghosh
Rukayya Shiledar
Runav Shah
Rupesh Chauhan
Rushad Rana
Russell Geoffrey Banks
Ryan Satyan Jeeawock
S Subrahmoniam
Saad Baba
Saanand Verma
Saandeep Bhojaak
Sachin Danai
Sachin Khedekar
Sachin Parikh
Sachin Viddrrohi
Sachindra Shrivastav
Sadiq Farooqui
Sagar Pabale
Sagar Tugnait
Sahaarsh Shuklaa
Saharsh
Sahil Kohli
Sahil Vaid
Sainath Ganuwad
Sajan Kumar
Saksham Bambha
Sal Yusuf
Salim Diwan
Salim Husen Mulla
Salman Khan
Sameer Gulzar
Sameer Hasan
Sameer Patlil
Sammy Jonas Heaney
Sampath Raj
Samuel John
Sandeep Chatterjee
Sandeep Kumar
Sandeep Mehta
Sandeep Sharma
Sandeep Yadav
Sangay Tsheltrim
Sanjay Bhutiani
Sanjay Bishnoi
Sanjay Borkar
Sanjay Dutt
Sanjay Gurbaxani
Sanjay Kapoor
Sanjay Kota
Sanjay Mahanand
Sanjay Mishra
Sanjay Suri
Sanjeev Srivastava
Sanjiv Chopra
Sankar Induchoodan
Santanu Ghatak
Santosh Rai
Saqib Saleem
Sarosh Khurshid
Sarthak Khurana
Saswata Chatterjee
Satendra Soni
Sathyaraj
Satinder Singh Gahlot
Satish Kaushik
Satta Dhillon
Satwant Kaur
Satyajeet Puri
Satyakam Anand
Satyam Singh Ghoshi
Saurabh Agnihotri
Saurabh Dubey
Saurabh Gadge
Saurabh Gokhale
Saurabh Goyal
Saurabh Saraswat
Saurav Bakshi
Savant Singh Premi
Sayaji Shinde
Seema Biswas
Sendhil Ramamurthy
Shaan Saxena
Shah Rukh Khan
Shah Zain Alam
Shahab Ali
Shahbaz Khan
Shaheer Sheikh
Shahid Bobby Husain
Shahid Kapoor
Shahrukh Sadri
Shailendra Gaur
Shaji Chaudhary
Shakti Kumar
Shakti Singh Chouhan
Shalaka Pawar
Shantanu Bhamare
Shantanu Maheshwari
Sharad Kelkar
Sharat Saxena
Sharib Hashmi
Shashank Prajapati
Shashank Shende
Shashi Sharma
Shataf Figar
Shaunak Duggal
Shayank Shukla
Shiv Narayan
Shivam Khajuria
Shivam Khanna
Shivraj Vora
Shoib Nikash Shah
Shreyas Talpade
Shreyash Pandit
Shrinivas Pokale
Shubham Gupta
Shubham Singh
Shwetaabh Singh
Siddhant Chaturvedi
Siddhant Kapoor
Siddhant Khanna
Siddharth Bodke
Siddharth Gollapudi
Sidharth Bhardwaj
Sidharth Malhotra
Sikandar Kher
Simon Feilder
Smaran Sahu
Sohail Khan
Soham Majumdar
Sonakshi Sinha
Sonali Kulkarni
Sonalli Sharmisstha
Sonam Arora
Sooraj Pops
Sorabh Jaiswar
Sourabh Saini
Sourav Chakraborty
Sparsh Shrivastava
Sridhar Murthy
Srikanth
Srikanth Iyengar
Steve Larter
Subha Rajput
Subrat Dutta
Suhail Nayyar
Suhas Joshi
Sujith Shanker
Sukhbeer Pal Kaur
Sumit Gahlawat
Sumit Kaul
Sumit Keshri
Sundip Ved
Sunil Grover
Sunil Gupta
Sunil Kumar
Sunny Hinduja
Sunny Kaushal
Sunny Saini
Sunny Singh
Suraj Kalyankar
Suraj Pratap Singh
Suraj Raj Madhwani
Suraj Singh
Suraj Sonik
Surendra Kumar Bajiya
Surendra Rajan
Suriya
Sushant Ghadge
Sushant Kandya
Sushant Shetty
Sushil Yadav
Suunil R Kumar
Suvinder Vicky
Swapnil Kamble
Swapnil Raut
T.J. Bhanu
Tahirr Aashhraf
Talat Aziz
Taran Singh
Tarun Datta
Tejas Raut
Thalaivasal Vijay
Tiger Shroff
Tiku Talsania
Tilakraj Singh
Tom McLaren
Tomasz Drankowski
Toplica Milan Dunjic
Tusshar Kapoor
ubir Kumar Biswas
Uday Vir Singh Yadav
Udit Arora
Umar Sharif
Umesh Jagtap
Umesh Shukla
Upendra Limaye
Vaibhav Anand
Vaibhav Mathur
Vaibhav Sharma
Vaibhav Tatwawadi
Vakil Singh
Vaquar Shaikh
Varun Bhilatia
Varun Dhawan
Varun Mitra
Varun Sharma
Varun Tej
Vatsa Chug
Vedang Raina
Veebhu Sharma
Veenay Bhasskar
Velji Nakar
Vevek Upadyay
Vibhu Kashyap
Vickey Chauhan
Vicky Dutt
Vicky Kaushal
Vidhyadhar Bane
Vidushi Manaduli
Vidyut Jammwal
Vijay Raaz
Vijay Sanap
Vijay Sethupathi
Vijay Varma
Vikas Mahante
Vikas Mehta
Vikas Sharma
Vikas Shrivastav
Vikash Kawa
Viking
Vikram Kapadia
Vikram TDR
Vikrant Chaturvedi
Vikrant Kolape
Vikrant Massey
Vinay Pathak
Vinay Sharma
Vinay Varma
Vinayak Ketkar
Vinayak Potdar
Vindu Dara Singh
Vineet Sharma
Vipin Sharma
Vipul Deshpande
Viraf Patel
Virat Madke
Viren Vazirani
Vishal Anand
Vivek Ghamande
Vivek Gomber
Vivek Jha
Vivek Madaan
Vivek Mushran
Vrajesh Hirjee
Yagya Bhasin
Yajur Marwah
Yash Agrawal
Yash Bhojwani
Yash Bhukele
Yashan Singh
Yashpal Sharma
Yo Yo Honey Singh
Yogendra Choubey
Yogesh Garg
Yogi Babu
Yudhisthir
Yug Italiya
Yugant Badri Pandey
Yuvraj Vijan
Zaheer Iqbal
Zakir Hussain
Zeishan Quadri
Zia Ahmed
Zina Esepciuc
